0, -0.08, -0.10, -0.02, -0.53, -9.71, -0.67, 283.25, -1.94, 94.37
11, -0.08, -0.10, -0.02, -0.48, -9.83, -0.66, 283.19, -1.94, 94.44
20, -0.08, -0.10, -0.01, -0.46, -9.85, -0.71, 283.13, -1.94, 94.50
30, -0.07, -0.10, -0.01, -0.43, -9.81, -0.77, 283.06, -1.94, 94.50
41, -0.07, -0.09, -0.00, -0.46, -9.78, -0.75, 283.00, -2.00, 94.56
50, -0.07, -0.08, 0.00, -0.67, -9.79, -0.74, 282.94, -2.00, 94.56
62, -0.06, -0.08, 0.01, -0.70, -9.72, -0.69, 282.88, -2.00, 94.62
73, -0.05, -0.08, 0.01, -0.77, -9.68, -0.70, 282.81, -2.06, 94.62
86, -0.05, -0.09, 0.02, -0.83, -9.79, -0.84, 282.69, -2.06, 94.69
96, -0.04, -0.10, 0.03, -0.87, -9.88, -0.77, 282.56, -2.13, 94.69
109, -0.03, -0.11, 0.04, -0.85, -9.96, -0.69, 282.44, -2.19, 94.69
120, -0.00, -0.15, 0.06, -0.76, -9.94, -0.76, 282.25, -2.25, 94.69
132, 0.01, -0.16, 0.05, -0.72, -9.99, -0.76, 282.13, -2.31, 94.69
143, 0.01, -0.17, 0.04, -0.68, -10.01, -0.64, 281.94, -2.38, 94.69
155, 0.02, -0.19, 0.03, -0.61, -9.92, -0.51, 281.81, -2.38, 94.62
167, 0.02, -0.19, 0.03, -0.56, -9.91, -0.49, 281.56, -2.50, 94.56
178, 0.01, -0.22, 0.02, -0.53, -10.03, -0.62, 281.38, -2.50, 94.56
190, 0.01, -0.24, 0.02, -0.45, -10.10, -0.56, 281.25, -2.50, 94.56
201, 0.00, -0.25, 0.01, -0.45, -10.09, -0.55, 281.06, -2.50, 94.56
213, -0.01, -0.26, -0.01, -0.50, -10.11, -0.51, 280.94, -2.56, 94.50
226, -0.01, -0.26, -0.04, -0.46, -10.09, -0.54, 280.69, -2.50, 94.50
238, -0.01, -0.28, -0.07, -0.36, -10.10, -0.56, 280.56, -2.44, 94.50
250, -0.02, -0.31, -0.10, -0.32, -10.13, -0.50, 280.44, -2.44, 94.50
