0, -0.01, 0.03, 0.01, 0.91, -9.99, 0.64, 115.12, 4.63, 85.00
11, -0.01, 0.04, -0.00, 0.85, -10.07, 0.82, 115.12, 4.63, 85.00
20, 0.00, 0.03, -0.01, 0.79, -10.07, 0.89, 115.12, 4.63, 85.00
30, -0.01, 0.04, -0.00, 0.79, -10.06, 0.90, 115.19, 4.63, 85.00
41, -0.01, 0.04, -0.00, 0.81, -10.07, 0.96, 115.19, 4.63, 85.06
50, -0.02, 0.03, -0.00, 0.85, -10.04, 0.66, 115.19, 4.63, 85.06
61, -0.02, 0.02, -0.01, 0.85, -10.03, 0.76, 115.19, 4.63, 85.06
72, -0.00, 0.02, -0.01, 0.82, -10.02, 0.77, 115.25, 4.63, 85.06
83, -0.00, 0.02, -0.01, 0.87, -10.02, 0.70, 115.25, 4.63, 85.06
94, -0.01, 0.00, 0.00, 0.83, -10.02, 0.79, 115.25, 4.63, 85.06
106, -0.02, -0.00, 0.00, 0.78, -10.02, 0.90, 115.25, 4.63, 85.06
117, -0.03, 0.01, -0.00, 0.73, -10.09, 0.90, 115.25, 4.63, 85.12
128, -0.04, 0.03, -0.00, 0.73, -10.06, 0.86, 115.25, 4.63, 85.12
140, -0.03, 0.05, -0.00, 0.75, -10.11, 0.85, 115.31, 4.56, 85.12
151, -0.01, 0.05, -0.00, 0.81, -10.09, 0.78, 115.31, 4.56, 85.12
162, 0.01, 0.04, -0.00, 0.94, -10.14, 0.94, 115.31, 4.56, 85.12
174, 0.03, 0.02, -0.00, 0.87, -10.11, 0.92, 115.31, 4.56, 85.06
185, 0.02, -0.01, 0.00, 0.74, -9.99, 0.73, 115.31, 4.56, 85.06
196, -0.01, -0.02, 0.01, 0.74, -9.97, 0.82, 115.31, 4.63, 85.06
206, -0.01, -0.04, 0.00, 0.71, -10.02, 0.93, 115.31, 4.63, 85.06
219, 0.01, -0.03, 0.00, 0.68, -10.04, 0.94, 115.25, 4.63, 85.06
230, 0.02, 0.01, 0.00, 0.77, -10.06, 0.82, 115.31, 4.56, 85.06
240, 0.02, 0.03, 0.00, 0.88, -10.01, 0.75, 115.31, 4.56, 85.06
251, 0.02, 0.03, 0.01, 0.89, -9.98, 0.75, 115.31, 4.56, 85.06
262, 0.01, 0.00, 0.01, 0.85, -10.04, 0.75, 115.31, 4.63, 85.06
273, -0.01, 0.00, 0.00, 0.83, -10.04, 0.87, 115.31, 4.63, 85.06
285, -0.02, -0.01, 0.00, 0.77, -10.05, 0.98, 115.31, 4.63, 85.06
296, -0.01, -0.04, -0.00, 0.82, -10.17, 0.95, 115.25, 4.63, 85.06
307, 0.02, -0.05, -0.01, 0.79, -10.10, 0.69, 115.25, 4.63, 85.06
319, 0.02, -0.05, -0.01, 0.74, -10.00, 0.59, 115.25, 4.63, 85.06
330, -0.01, -0.03, -0.00, 0.75, -9.97, 0.59, 115.19, 4.63, 85.06
342, -0.02, -0.01, 0.00, 0.89, -10.00, 0.79, 115.19, 4.63, 85.06
353, -0.01, -0.01, 0.00, 0.91, -10.07, 0.97, 115.19, 4.63, 85.06
364, 0.01, -0.04, -0.00, 0.80, -10.14, 1.03, 115.19, 4.63, 85.06
376, 0.02, -0.06, -0.01, 0.74, -10.13, 0.99, 115.12, 4.63, 85.06
387, 0.00, -0.08, -0.01, 0.70, -10.07, 0.79, 115.12, 4.63, 85.06
400, -0.01, -0.06, 0.00, 0.73, -10.04, 0.67, 115.06, 4.63, 85.12
410, -0.02, -0.04, 0.00, 0.85, -9.95, 0.73, 115.06, 4.63, 85.12
421, -0.01, -0.03, 0.00, 0.87, -9.99, 0.83, 115.06, 4.63, 85.12
432, 0.00, -0.02, 0.01, 0.89, -10.14, 1.12, 115.00, 4.63, 85.06
444, 0.02, -0.08, 0.01, 0.79, -10.07, 0.97, 115.00, 4.63, 85.06
455, 0.02, -0.10, 0.01, 0.69, -9.99, 0.86, 114.94, 4.63, 85.06
466, -0.01, -0.08, 0.01, 0.75, -9.89, 0.85, 114.87, 4.63, 85.06
477, -0.02, -0.05, 0.01, 0.87, -10.02, 0.82, 114.87, 4.63, 85.06
489, -0.01, -0.02, 0.00, 0.94, -10.09, 0.72, 114.81, 4.63, 85.12
500, 0.00, -0.02, 0.00, 0.97, -10.09, 0.73, 114.81, 4.63, 85.12
511, 0.02, -0.04, 0.00, 0.94, -10.01, 0.94, 114.75, 4.63, 85.12
523, 0.01, -0.07, 0.01, 0.99, -10.00, 0.98, 114.75, 4.63, 85.12
534, -0.02, -0.08, 0.01, 0.99, -9.96, 1.00, 114.69, 4.63, 85.12
545, -0.03, -0.07, 0.01, 0.97, -9.88, 0.95, 114.69, 4.63, 85.12
556, -0.03, -0.04, 0.02, 1.01, -9.83, 0.98, 114.62, 4.63, 85.12
568, -0.03, -0.03, 0.01, 1.07, -9.88, 1.03, 114.62, 4.63, 85.12
579, -0.02, -0.03, 0.00, 1.08, -9.92, 1.07, 114.62, 4.69, 85.12
590, 0.00, -0.04, -0.01, 1.01, -10.08, 1.19, 114.62, 4.69, 85.12
601, 0.02, -0.05, -0.01, 0.95, -10.16, 1.42, 114.56, 4.69, 85.06
613, 0.05, -0.05, -0.00, 0.95, -10.12, 1.50, 114.56, 4.69, 85.06
624, 0.05, -0.04, 0.00, 0.85, -10.03, 1.55, 114.50, 4.69, 85.00
636, 0.06, -0.06, 0.01, 0.79, -9.96, 1.50, 114.50, 4.75, 85.00
647, 0.06, -0.08, 0.02, 0.75, -9.90, 1.47, 114.44, 4.69, 85.00
658, 0.05, -0.08, 0.03, 0.74, -9.94, 1.49, 114.37, 4.69, 84.94
669, 0.05, -0.07, 0.04, 0.80, -9.87, 1.43, 114.31, 4.69, 84.87
680, 0.05, -0.07, 0.04, 0.80, -9.96, 1.41, 114.25, 4.69, 84.81
691, 0.07, -0.07, 0.04, 0.77, -9.93, 1.21, 114.12, 4.63, 84.62
701, 0.07, -0.10, 0.05, 0.72, -9.91, 1.37, 114.00, 4.56, 84.62
712, 0.05, -0.15, 0.07, 0.72, -9.92, 1.47, 113.87, 4.56, 84.56
725, 0.06, -0.17, 0.07, 0.85, -9.90, 1.42, 113.75, 4.50, 84.50
735, 0.06, -0.21, 0.07, 0.86, -9.86, 1.43, 113.62, 4.50, 84.44
746, 0.06, -0.24, 0.07, 0.86, -9.81, 1.38, 113.50, 4.50, 84.37
757, 0.06, -0.26, 0.07, 0.82, -9.83, 1.32, 113.31, 4.44, 84.31
768, 0.06, -0.27, 0.07, 0.77, -9.91, 1.14, 113.12, 4.44, 84.25
779, 0.06, -0.28, 0.08, 0.85, -9.89, 1.24, 112.94, 4.44, 84.25
790, 0.05, -0.29, 0.09, 0.98, -9.84, 1.08, 112.56, 4.38, 84.19
801, 0.04, -0.29, 0.09, 1.00, -9.80, 1.15, 112.37, 4.31, 84.19
813, 0.03, -0.31, 0.10, 0.94, -9.77, 1.20, 112.19, 4.31, 84.12
824, 0.02, -0.32, 0.10, 0.89, -9.77, 1.16, 112.00, 4.25, 84.12
835, 0.01, -0.33, 0.11, 0.91, -9.92, 1.09, 111.75, 4.25, 84.12
846, 0.01, -0.31, 0.12, 0.99, -10.01, 1.05, 111.56, 4.19, 84.19
857, -0.01, -0.26, 0.14, 0.98, -9.96, 1.06, 111.37, 4.13, 84.19
