0, -0.02, -0.17, 0.13, 0.57, -9.85, 0.85, 111.00, 2.63, 87.56
10, -0.03, -0.17, 0.14, 0.57, -9.85, 0.85, 110.87, 2.56, 87.56
20, -0.03, -0.15, 0.14, 0.78, -9.94, 0.26, 110.75, 2.50, 87.56
30, -0.04, -0.12, 0.13, 0.79, -9.95, 0.29, 110.62, 2.44, 87.62
40, -0.06, -0.09, 0.13, 0.78, -9.99, 0.43, 110.50, 2.38, 87.62
50, -0.06, -0.07, 0.13, 0.78, -10.02, 0.56, 110.44, 2.31, 87.62
60, -0.03, -0.06, 0.13, 0.79, -9.99, 0.40, 110.31, 2.25, 87.62
71, -0.01, -0.05, 0.12, 0.79, -9.92, 0.29, 110.25, 2.19, 87.62
80, -0.01, -0.03, 0.13, 0.72, -9.90, 0.31, 110.19, 2.13, 87.69
91, -0.03, -0.01, 0.12, 0.55, -9.92, 0.24, 110.12, 2.13, 87.69
102, -0.04, 0.02, 0.11, 0.51, -9.87, 0.04, 110.06, 2.06, 87.69
113, -0.05, 0.03, 0.11, 0.55, -9.75, -0.01, 110.06, 2.00, 87.75
125, -0.08, 0.03, 0.10, 0.63, -9.72, -0.04, 110.00, 1.94, 87.75
136, -0.10, -0.01, 0.10, 0.44, -9.68, 0.13, 109.87, 1.81, 87.87
147, -0.12, -0.03, 0.10, 0.22, -9.75, 0.19, 109.87, 1.81, 87.87
158, -0.13, -0.02, 0.10, 0.13, -9.90, 0.15, 109.75, 1.69, 88.06
170, -0.15, -0.02, 0.10, 0.00, -10.22, 0.09, 109.69, 1.63, 88.12
181, -0.14, -0.06, 0.11, 0.11, -10.27, 0.11, 109.56, 1.56, 88.19
192, -0.12, -0.07, 0.11, 0.21, -10.23, 0.14, 109.50, 1.50, 88.31
204, -0.10, -0.07, 0.11, 0.39, -9.95, 0.29, 109.37, 1.50, 88.31
215, -0.09, -0.06, 0.11, 0.54, -9.90, 0.31, 109.31, 1.44, 88.37
226, -0.09, -0.05, 0.10, 0.68, -9.76, 0.14, 109.19, 1.31, 88.50
238, -0.08, -0.04, 0.09, 0.64, -9.64, 0.11, 109.12, 1.25, 88.56
249, -0.10, -0.03, 0.08, 0.28, -9.76, -0.03, 109.06, 1.25, 88.62
260, -0.15, 0.01, 0.05, -0.09, -10.15, -0.04, 109.06, 1.19, 88.69
272, -0.13, 0.01, 0.05, -0.25, -10.21, -0.08, 109.00, 1.19, 88.75
283, -0.11, 0.00, 0.05, -0.30, -10.12, 0.00, 109.00, 1.12, 88.81
295, -0.09, -0.01, 0.06, -0.33, -10.07, 0.04, 108.94, 1.12, 88.87
306, -0.10, -0.01, 0.06, -0.28, -10.07, -0.04, 108.94, 1.06, 88.94
318, -0.09, 0.02, 0.05, -0.20, -9.91, -0.22, 108.87, 1.00, 89.00
329, -0.08, 0.02, 0.06, -0.28, -9.97, -0.08, 108.81, 0.94, 89.06
340, -0.07, -0.02, 0.05, -0.35, -9.95, -0.05, 108.75, 0.88, 89.12
352, -0.06, -0.02, 0.03, -0.40, -9.93, -0.02, 108.69, 0.81, 89.19
363, -0.05, -0.03, 0.02, -0.49, -9.99, -0.02, 108.62, 0.75, 89.25
375, -0.05, -0.02, 0.01, -0.58, -10.09, -0.12, 108.56, 0.75, 89.31
388, -0.03, -0.02, -0.00, -0.62, -10.22, -0.01, 108.56, 0.75, 89.31
399, -0.01, -0.04, -0.01, -0.73, -10.02, 0.47, 108.56, 0.75, 89.31
411, 0.01, -0.06, -0.00, -0.76, -9.92, 0.66, 108.50, 0.75, 89.31
422, 0.00, -0.05, -0.01, -0.70, -9.95, 0.62, 108.50, 0.81, 89.31
434, 0.00, -0.04, -0.03, -0.67, -9.88, 0.47, 108.50, 0.81, 89.31
445, 0.00, -0.03, -0.04, -0.62, -9.78, 0.10, 108.50, 0.81, 89.31
457, -0.04, -0.04, -0.05, -0.61, -9.83, 0.17, 108.50, 0.88, 89.31
468, -0.11, -0.06, -0.07, -0.71, -9.95, 0.17, 108.50, 0.94, 89.44
480, -0.16, -0.08, -0.07, -0.83, -9.95, 0.27, 108.50, 1.00, 89.56
491, -0.16, -0.14, -0.06, -0.90, -10.00, -0.02, 108.44, 1.00, 89.62
503, -0.17, -0.21, -0.05, -0.77, -10.04, -0.13, 108.19, 0.88, 89.75
516, -0.16, -0.26, -0.05, -0.60, -10.00, -0.27, 108.06, 0.88, 89.81
526, -0.15, -0.29, -0.06, -0.47, -9.88, -0.48, 107.87, 1.00, 90.00
539, -0.17, -0.31, -0.07, -0.34, -9.77, -0.07, 107.75, 1.00, 90.12
551, -0.21, -0.31, -0.10, -0.22, -9.96, 0.11, 107.62, 1.06, 90.25
562, -0.23, -0.27, -0.12, 0.01, -10.21, 0.01, 107.56, 1.12, 90.37
574, -0.22, -0.20, -0.14, 0.09, -10.18, -0.22, 107.50, 1.19, 90.50
585, -0.18, -0.15, -0.14, 0.08, -10.18, -0.34, 107.50, 1.37, 90.69
597, -0.15, -0.12, -0.14, 0.08, -10.12, -0.34, 107.50, 1.37, 90.69
608, -0.15, -0.09, -0.12, 0.46, -10.26, 0.10, 107.56, 1.50, 90.81
620, -0.08, -0.06, -0.11, 0.64, -10.29, 0.16, 107.56, 1.56, 90.87
631, -0.06, -0.03, -0.12, 0.74, -9.71, 0.11, 107.62, 1.63, 90.87
643, -0.01, -0.01, -0.13, 0.70, -9.34, 0.04, 107.69, 1.69, 90.87
654, -0.03, 0.02, -0.13, 0.73, -9.58, 0.21, 107.75, 1.75, 90.94
665, -0.11, 0.07, -0.14, 0.70, -9.89, 0.29, 108.00, 1.94, 91.06
677, -0.16, 0.06, -0.13, 0.28, -9.92, 0.48, 108.06, 2.00, 91.12
688, -0.19, 0.01, -0.10, 0.27, -9.94, 0.75, 108.12, 2.00, 91.25
699, -0.22, 0.05, -0.10, 0.28, -9.88, 0.80, 108.19, 2.06, 91.37
711, -0.24, 0.06, -0.12, 0.29, -9.97, 0.83, 108.31, 2.13, 91.50
722, -0.21, 0.09, -0.14, 0.06, -10.20, 1.03, 108.44, 2.25, 91.62
733, -0.17, 0.15, -0.17, -0.21, -10.33, 1.11, 108.62, 2.31, 91.75
745, -0.13, 0.25, -0.16, -0.48, -10.21, 1.25, 108.87, 2.44, 91.81
756, -0.11, 0.31, -0.13, -0.42, -10.32, 1.32, 109.12, 2.50, 91.87
768, -0.11, 0.37, -0.10, 0.19, -10.33, 1.01, 109.69, 2.63, 91.94
779, -0.07, 0.45, -0.09, 0.46, -9.57, 0.31, 109.94, 2.69, 92.00
790, -0.06, 0.47, -0.09, 0.48, -9.44, 0.29, 110.31, 2.75, 92.00
802, -0.08, 0.50, -0.11, 0.29, -9.56, 0.41, 110.62, 2.81, 92.00
813, -0.13, 0.57, -0.14, -0.40, -10.16, 0.41, 111.06, 2.88, 92.06
824, -0.14, 0.67, -0.15, -0.74, -10.19, 0.12, 112.00, 3.06, 92.19
836, -0.14, 0.78, -0.15, -0.96, -10.13, -0.07, 112.56, 3.19, 92.25
847, -0.12, 0.85, -0.14, -0.51, -10.74, -0.38, 112.94, 3.25, 92.25
860, -0.05, 0.84, -0.12, -0.23, -11.04, -0.58, 113.50, 3.31, 92.25
872, 0.02, 0.82, -0.09, 0.17, -11.11, -0.76, 114.00, 3.38, 92.19
883, 0.16, 0.75, -0.04, 0.68, -10.98, -0.79, 114.44, 3.44, 92.12
894, 0.34, 0.63, 0.01, 1.69, -10.11, -0.84, 114.75, 3.44, 91.87
906, 0.45, 0.47, 0.03, 2.10, -9.91, -1.13, 114.94, 3.44, 91.62
917, 0.51, 0.38, 0.00, 2.48, -9.93, -1.34, 115.37, 3.50, 91.00
928, 0.57, 0.37, -0.04, 2.89, -10.06, -1.31, 115.56, 3.50, 90.69
938, 0.64, 0.48, -0.10, 2.72, -10.16, -1.29, 115.87, 3.56, 90.31
951, 0.64, 0.58, -0.08, 2.74, -10.30, -1.26, 116.12, 3.63, 89.94
962, 0.63, 0.67, -0.05, 2.89, -10.43, -1.02, 116.50, 3.69, 89.56
972, 0.63, 0.70, -0.03, 2.60, -10.36, -1.29, 116.87, 3.69, 89.19
985, 0.67, 0.71, -0.09, 2.05, -10.25, -1.59, 117.81, 3.81, 88.44
996, 0.60, 0.77, -0.20, 1.70, -10.25, -1.59, 117.81, 3.81, 88.44
1008, 0.49, 0.71, -0.29, 1.29, -10.50, -0.84, 118.75, 4.13, 87.87
1019, 0.51, 0.65, -0.38, 0.88, -10.92, -1.13, 119.31, 4.31, 87.56
1031, 0.56, 0.81, -0.40, 0.78, -10.45, -1.43, 119.94, 4.50, 87.25
