0, -0.05, -0.04, 0.00, 1.37, -9.67, -0.44, 116.69, 6.81, 91.31
11, -0.04, 0.00, -0.00, 1.25, -9.67, -0.41, 116.69, 6.81, 91.37
20, -0.04, 0.01, -0.00, 1.16, -9.80, -0.24, 116.69, 6.81, 91.37
30, -0.04, 0.00, -0.01, 1.21, -10.02, -0.11, 116.69, 6.81, 91.37
41, -0.03, 0.00, -0.01, 1.15, -10.03, 0.07, 116.69, 6.81, 91.44
50, -0.03, 0.00, -0.01, 1.15, -10.01, -0.04, 116.69, 6.81, 91.44
60, -0.03, 0.01, -0.00, 1.40, -9.92, -0.24, 116.69, 6.81, 91.44
71, -0.00, -0.01, 0.01, 1.34, -9.82, -0.21, 116.69, 6.81, 91.44
81, 0.01, -0.02, 0.01, 1.28, -9.75, -0.20, 116.69, 6.81, 91.44
92, 0.01, -0.02, 0.00, 1.15, -9.83, -0.04, 116.69, 6.81, 91.44
103, 0.03, -0.01, 0.01, 1.01, -9.83, -0.24, 116.69, 6.81, 91.44
115, 0.03, 0.01, 0.01, 1.09, -9.67, -0.35, 116.69, 6.81, 91.37
126, 0.03, 0.02, 0.01, 1.24, -9.58, -0.49, 116.69, 6.81, 91.37
137, -0.01, 0.03, 0.01, 1.43, -9.83, -0.34, 116.75, 6.81, 91.37
148, -0.02, 0.03, 0.01, 1.37, -9.79, -0.33, 116.75, 6.81, 91.37
159, -0.02, 0.02, 0.00, 1.29, -9.72, -0.15, 116.75, 6.81, 91.37
171, -0.02, 0.04, 0.00, 1.13, -9.79, -0.27, 116.81, 6.81, 91.44
182, -0.02, 0.04, -0.00, 0.98, -9.87, -0.23, 116.81, 6.81, 91.44
193, -0.02, 0.03, 0.00, 0.88, -9.92, -0.20, 116.81, 6.81, 91.44
204, -0.01, 0.02, 0.01, 0.81, -9.83, -0.10, 116.81, 6.81, 91.44
216, -0.00, -0.03, 0.01, 0.97, -9.78, -0.16, 116.75, 6.81, 91.44
227, -0.01, -0.07, 0.01, 1.14, -9.82, -0.15, 116.69, 6.81, 91.44
238, -0.02, -0.09, 0.02, 1.35, -9.79, -0.17, 116.69, 6.81, 91.44
