0, -0.02, -0.05, -0.01, -0.33, -9.75, -1.09, 272.75, -2.50, 96.81
10, -0.03, -0.04, -0.00, -0.35, -9.71, -1.20, 272.69, -2.50, 96.81
20, -0.03, -0.03, -0.00, -0.34, -9.73, -1.20, 272.69, -2.50, 96.81
30, -0.03, -0.03, 0.00, -0.35, -9.79, -1.15, 272.69, -2.50, 96.81
41, -0.02, -0.02, 0.01, -0.37, -9.72, -1.09, 272.69, -2.50, 96.87
50, -0.02, -0.01, 0.01, -0.44, -9.70, -1.09, 272.69, -2.50, 96.87
61, -0.03, -0.00, 0.01, -0.43, -9.76, -1.20, 272.69, -2.50, 96.87
73, -0.04, -0.00, 0.01, -0.40, -9.72, -1.15, 272.69, -2.50, 96.87
84, -0.04, 0.00, 0.00, -0.47, -9.76, -1.20, 272.69, -2.50, 96.94
97, -0.04, 0.00, -0.00, -0.48, -9.73, -1.17, 272.69, -2.50, 96.94
107, -0.04, 0.00, -0.00, -0.44, -9.70, -1.29, 272.69, -2.50, 97.00
120, -0.04, -0.01, -0.00, -0.41, -9.71, -1.23, 272.69, -2.50, 97.00
132, -0.03, -0.01, 0.00, -0.47, -9.74, -1.20, 272.69, -2.50, 97.00
143, -0.03, -0.02, 0.01, -0.50, -9.75, -1.20, 272.63, -2.50, 97.06
155, -0.03, -0.02, 0.01, -0.51, -9.83, -1.22, 272.63, -2.50, 97.06
167, -0.03, -0.03, 0.01, -0.52, -9.83, -1.28, 272.56, -2.50, 97.06
178, -0.03, -0.03, 0.01, -0.44, -9.84, -1.23, 272.56, -2.50, 97.12
190, -0.03, -0.04, 0.00, -0.40, -9.80, -1.18, 272.56, -2.50, 97.12
201, -0.03, -0.05, 0.00, -0.36, -9.78, -1.18, 272.50, -2.50, 97.12
214, -0.03, -0.06, 0.01, -0.35, -9.80, -1.26, 272.50, -2.50, 97.12
226, -0.03, -0.06, 0.02, -0.36, -9.79, -1.24, 272.38, -2.56, 97.19
237, -0.03, -0.06, 0.03, -0.36, -9.82, -1.16, 272.38, -2.56, 97.19
249, -0.02, -0.06, 0.03, -0.35, -9.76, -1.08, 272.25, -2.56, 97.19
261, -0.02, -0.06, 0.03, -0.37, -9.67, -1.17, 272.25, -2.56, 97.19
272, -0.03, -0.06, 0.03, -0.35, -9.70, -1.12, 272.19, -2.63, 97.19
284, -0.04, -0.07, 0.03, -0.34, -9.80, -1.12, 272.13, -2.63, 97.25
295, -0.04, -0.07, 0.04, -0.37, -9.85, -1.11, 272.06, -2.63, 97.25
307, -0.03, -0.07, 0.04, -0.38, -9.80, -1.22, 271.94, -2.69, 97.25
320, -0.02, -0.06, 0.04, -0.35, -9.78, -1.22, 271.88, -2.69, 97.25
330, -0.01, -0.06, 0.04, -0.31, -9.83, -1.14, 271.81, -2.75, 97.25
343, -0.00, -0.05, 0.04, -0.32, -9.79, -1.16, 271.75, -2.75, 97.25
355, 0.01, -0.04, 0.04, -0.34, -9.77, -1.16, 271.75, -2.75, 97.25
366, 0.01, -0.04, 0.03, -0.44, -9.73, -1.23, 271.63, -2.81, 97.25
378, 0.01, -0.04, 0.03, -0.54, -9.69, -1.08, 271.56, -2.81, 97.25
389, -0.00, -0.07, 0.04, -0.57, -9.78, -1.15, 271.50, -2.88, 97.25
