0, -0.03, -0.07, 0.11, 0.88, -9.77, -0.33, 118.44, 4.94, 89.81
11, -0.07, -0.09, 0.11, 0.90, -9.80, -0.31, 118.31, 4.88, 89.81
20, -0.10, -0.12, 0.13, 0.97, -9.93, -0.25, 118.19, 4.75, 89.87
30, -0.12, -0.15, 0.14, 0.90, -10.07, -0.02, 118.06, 4.69, 89.94
41, -0.11, -0.18, 0.15, 0.80, -10.00, 0.00, 117.87, 4.63, 90.06
50, -0.09, -0.20, 0.15, 0.77, -9.91, -0.08, 117.50, 4.44, 90.12
62, -0.09, -0.21, 0.15, 0.76, -9.90, -0.18, 117.50, 4.44, 90.12
73, -0.09, -0.22, 0.15, 0.76, -9.78, -0.39, 117.06, 4.31, 90.31
84, -0.10, -0.22, 0.16, 1.05, -9.73, -0.45, 116.87, 4.19, 90.37
95, -0.14, -0.21, 0.16, 1.14, -9.82, -0.16, 116.69, 4.13, 90.44
107, -0.14, -0.18, 0.17, 1.16, -9.80, -0.15, 116.50, 4.00, 90.50
118, -0.12, -0.14, 0.17, 1.23, -9.85, -0.13, 116.31, 3.94, 90.62
129, -0.11, -0.12, 0.17, 1.24, -9.87, -0.17, 116.19, 3.81, 90.69
141, -0.09, -0.11, 0.17, 0.87, -9.99, -0.39, 115.87, 3.63, 90.75
152, -0.10, -0.14, 0.16, 0.68, -10.05, -0.24, 115.69, 3.56, 90.87
164, -0.11, -0.17, 0.16, 0.49, -10.02, -0.36, 115.50, 3.50, 90.87
175, -0.05, -0.12, 0.17, 0.49, -9.78, -0.55, 115.37, 3.38, 90.94
186, -0.03, -0.07, 0.18, 0.53, -9.61, -0.65, 115.25, 3.25, 90.94
198, -0.04, -0.04, 0.19, 0.60, -9.55, -0.52, 115.12, 3.19, 91.00
209, -0.07, -0.04, 0.17, 0.76, -9.76, -0.68, 115.00, 3.06, 91.00
221, -0.12, -0.04, 0.16, 0.78, -9.92, -0.46, 114.87, 3.00, 91.06
232, -0.11, -0.07, 0.15, 0.38, -10.06, -0.24, 114.62, 2.81, 91.19
243, -0.07, -0.10, 0.14, 0.22, -10.03, -0.30, 114.50, 2.75, 91.19
255, -0.03, -0.07, 0.16, 0.28, -10.02, -0.29, 114.37, 2.69, 91.25
266, -0.02, -0.03, 0.16, 0.33, -9.95, -0.27, 114.25, 2.56, 91.25
279, -0.00, -0.05, 0.16, 0.37, -9.82, -0.38, 114.12, 2.50, 91.25
289, -0.01, -0.06, 0.15, 0.37, -9.77, -0.34, 114.06, 2.44, 91.25
