0, -0.13, -0.20, -0.11, -0.36, -9.96, 0.10, 105.37, -0.37, 92.75
11, -0.13, -0.18, -0.11, -0.37, -9.94, 0.19, 105.31, -0.37, 92.75
20, -0.14, -0.17, -0.11, -0.39, -9.95, 0.24, 105.25, -0.37, 92.75
30, -0.16, -0.17, -0.11, -0.34, -10.01, 0.15, 105.12, -0.31, 92.75
41, -0.16, -0.14, -0.12, -0.30, -10.05, 0.14, 105.12, -0.31, 92.75
50, -0.15, -0.09, -0.13, -0.28, -10.01, 0.07, 105.12, -0.25, 92.75
61, -0.12, -0.06, -0.14, -0.27, -9.89, -0.11, 105.12, -0.19, 92.81
73, -0.11, -0.05, -0.15, -0.36, -9.90, -0.27, 105.25, -0.06, 92.94
84, -0.12, -0.02, -0.15, -0.43, -9.98, -0.16, 105.31, 0.00, 93.00
96, -0.14, -0.02, -0.16, -0.52, -9.90, -0.26, 105.37, 0.06, 93.06
107, -0.15, -0.02, -0.16, -0.42, -9.80, -0.20, 105.44, 0.12, 93.12
119, -0.14, -0.03, -0.16, -0.43, -9.69, -0.14, 105.44, 0.19, 93.19
132, -0.15, -0.04, -0.18, -0.46, -9.67, -0.24, 105.44, 0.25, 93.25
143, -0.17, -0.05, -0.21, -0.66, -10.20, -0.25, 105.44, 0.25, 93.31
155, -0.17, -0.04, -0.25, -0.59, -10.42, -0.34, 105.62, 0.37, 93.37
167, -0.11, 0.05, -0.24, -0.17, -10.41, -0.40, 105.75, 0.56, 93.44
179, -0.09, 0.12, -0.20, 0.20, -10.19, -0.41, 105.94, 0.63, 93.50
190, -0.09, 0.17, -0.15, 0.43, -9.87, -0.29, 106.12, 0.75, 93.50
201, -0.10, 0.19, -0.13, 0.38, -9.78, -0.25, 106.31, 0.81, 93.56
213, -0.13, 0.18, -0.14, 0.94, -9.85, 0.05, 106.69, 1.00, 93.69
224, -0.13, 0.23, -0.16, 0.70, -9.92, -0.04, 107.00, 1.12, 93.75
235, -0.09, 0.49, -0.22, 0.74, -10.11, 0.14, 107.44, 1.25, 93.81
247, -0.10, 0.61, -0.23, 0.36, -10.23, 0.28, 107.94, 1.37, 93.87
258, -0.11, 0.65, -0.23, 0.02, -10.26, 0.34, 108.31, 1.56, 93.94
270, -0.09, 0.59, -0.24, -0.07, -10.26, 0.47, 108.81, 1.69, 93.94
281, -0.07, 0.55, -0.26, -0.36, -10.23, 0.60, 109.75, 2.06, 94.00
294, -0.06, 0.57, -0.29, -0.88, -10.64, 0.66, 110.31, 2.25, 94.00
304, -0.06, 0.63, -0.30, -1.20, -10.88, 0.47, 110.56, 2.44, 94.06
317, -0.05, 0.71, -0.27, -1.35, -11.22, 0.01, 111.12, 2.56, 94.06
328, -0.03, 0.68, -0.24, -1.29, -11.19, -0.16, 111.62, 2.75, 94.06
340, 0.02, 0.61, -0.21, -1.10, -11.06, -0.22, 112.12, 2.88, 94.00
351, 0.09, 0.53, -0.19, -0.48, -10.70, -0.12, 112.50, 3.00, 93.94
363, 0.17, 0.45, -0.19, -0.22, -10.55, -0.08, 113.00, 3.13, 93.87
